Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9839837391.28594,11828315588.6381,12042914307.9853,12003268019.2033,13043923326.8366,12419841327.0397,14410341591.765,15915336883.8957,16904162608.6146,19008294188.9222,20118740418.3626,16988097508.7762,15914265179.1441
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,205530079.105432,217178537.271288,211750091.930861,235973319.289112,192735143.203615,148690360.254411,169578792.191969,232219720.250114,240407924.219738,243595737.07704,289991774.565274,284498943.438181,341817711.974766,360084578.28066,383157447.987748,402874429.466086,310702294.696244,359142740.326418,369250657.165949,339419777.513126,382009337.983593,342315140.081269,315540758.164483,561337620.058511,700044506.759067,760211628.546254,1007669060.60203,1190923498.43899,970276930.61659,1149966830.22755,1405993629.13952,1685301338.00912,1589827101.58729,1242659610.31069,1232172796.78373,1294156290.82029,1252201894.28522,1575793318.30139,1682728895.13948,1563025089.28324,1166291326.01688,1336607192.45805,1408442865.17444
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Nepal,NPL,..,..,..,..,..,24150150.9174629,31106444.4152776,28743929.6495603,27560467.9272074,30320987.624,31901234.536,33185185.152,40395045.6690037,38907470.4293473,50019018.6382655,63141879.0414606,57630468.9799861,58880000,64550221.5357099,70666666.6666667,78000000,87416666.6666667,96085967.1787527,105831611.764489,119001592.367123,141214183.280376,166420108.885456,173182624.31873,209249603.264566,191802550.390785,208920757.320206,250047513.462148,285567928.730512,304541666.666667,364510204.081633,392670682.730924,408101725.703906,435139400.315623,435625504.439064,446460632.818249,485739105.255538,522571428.571429,496984064.269722,499332525.676541,564745963.922283,619136782.028039,661461437.102401,740159602.766448,879548667.026576,851304330.859733,951540195.341848,1164324701.10722,1255572740.27521,1274418609.0465,1275741565.85683,1304778053.78133,1198784975.91922,1406765907.06127,1624608552.92652,1702964554.5277,1496107568.22533,1759851850.36905,1983802993.24804
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,7971926180.41119,8662887319.65666,9773899122.80702,11825208047.2398,15114239318.9343,20553530617.2637,19208719937.2604,20406351058.5098,22308820149.0527,26580435933.9988,30668799296.9351,31867577033.9171,26008184226.795,24828956837.501,23681125781.7929,23805851648.3517,23154252919.3206,33242772081.3096,41221610095.7354,44512612331.3636,43882358931.7261,53162933559.24,52414493163.6021,56631631578.9474,54326268391.0774,57632235137.4258,69418062036.7829,66158169934.6405,59313304721.03,62051766274.1613,60948557724.7106,55746482621.1766,56637820063.7796,59433090941.9609,70635310688.2352,80760357905.4056,84310753668.4825,87552905964.7058,101867632654.902,109068284051.562,91539570347.6562,88714307900.0002,97797384114.7862,90059831532.4219,90244292646.6669,92434427570.9801,82695324276.9531,85078787059.1442,92162779420.0002,101067267903.529,98068206007.843,98498423651.3621,114208952562.014,115188778330.74
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120084968.803716,127008314.185011,141536044.351326,132323028.630867,140084556.153353,153017813.391802,142974784.260263,130180897.923279,201721915.277038,205935302.459082,177436051.249062,179289285.875356,202695913.281927,260518185.791315,307820086.566988,325103031.111416,378451954.253377,438829157.559754,480808048.389766,507855804.62412,520236116.184762,564484461.554168,530660873.152252,603504358.659285,598579438.411651,512481103.078686,515542542.319402,514071927.355937,..,..,..,..,..
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,2017311021.35026,2327418570.73408,3077779323.77905,3582460011.03144,2991868082.22272,3353468433.35931,3850103683.22307,4668687290.9699,5157768205.95012,5777842115.42173,6357505619.84847,6433357611.07065,6292060988.43323,5579695115.62792,5707928388.7468,6553654414.87115,7829155060.35283,8466988727.85829,8178374859.4425,8093587521.66378,7636169255.00788,7460655040.40834,8390575742.49212,10208193418.4016,11313761955.3666,11685167198.557,10784214839.5638,8875203958.10306,9141107478.33307,8158784525.53463,8183073832.2451,10361772388.9792,12988884817.3934,15124705882.3529,16663380975.8502,14845989235.4581,16910413757.6248,16523511632.8109,13071397338.9968,15888789824.964,18419025893.957,18691813592.6799,19540629968.8593,22287420844.5096,20089611046.2177,19060580219.6272,21061407196.4427,21079276484.5962,20767190974.2238,20136722021.9732,..,..
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,539996160.714286,577054847.277556,586279170.124481,597531668.593513,589880307.311403,580558035.563082,637216753.349094,726653505.705232,774693291.22807,742939605.402542,813724538.606403,857552166.843061,919314540.684207,1038566483.37811,1190022907.41185,1129822283.57635,1249411828.71741,1373467168.6763,1496220441.24807,1591933652.72588,1750343812.71934,1811214760.91602,1879286936.6166,1880706497.67673,1803429711.05446,1782846888.04892,1703651276.99447,1969092903.96692,2174446244.0244
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Niger,NER,..,..,..,..,..,..,..,..,19896625.8896351,18364711.7197087,30158122.9883075,33300108.1576235,39088572.6190645,59838256.0359603,50372101.6328607,58343200.5259599,62158904.3461028,66316838.8032015,81940262.4864251,89318557.0717007,93714701.8318928,85378412.1928646,77904786.553164,112578914.799953,102527329.334758,102835097.270193,147557404.334637,137753623.800355,134632329.965351,136673557.197959,367734446.145125,317770812.553903,333054058.595491,302263089.996789,174631138.746708,220898996.484064,229165765.08101,217365815.796139,242271563.637553,244485299.557626,207287999.52637,217193772.891909,244126231.284905,309370219.553277,353143669.903179,368844511.433572,386426247.946777,440319065.862385,519024572.242136,545880503.414992,543083116.836953,586136352.575806,708581062.40961,819428142.954002,921525730.666115,738468134.979291,777149234.402715,846464819.622028,947697333.021268,946902686.743244,1015728268.65793,1139424646.6411,820880428.455371
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33328777311.6883,29028225252.8736,20485329671.5596,13033449390.7842,15526816211.2289,11514709077.1784,9894411156.08181,10435930593.8336,8076336007.42469,9608966833.07844,11604510416.1412,9190608088.28139,10423202207.4188,16825291531.8182,28175099386.3636,35476481486.3636,38560326736.3636,38114862986.3636,9615433497.25055,9637935327.35909,10243193746.2112,11227607811.2848,12632153478.9532,14746181258.021,17674362416.087,21110117126.3644,23377750176.5153,27731521568.8006,23124007766.7396,24048210354.1371,29721754775.3149,35839657847.2559,46440895419.9011,55327265695.5825,46484711768.2576,35122321150.4705,32847667356.418,40693398885.8616,54675607408.333,54747780477.3562,64409675734.208,64246287634.9098
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1410530035.33569,1147556122.44898,680400707.13023,639330560.344828,673060132.907928,878442296.685386,860152787.287485,701529584.929055,646354108.85658,646094259.045597,338371646.689564,332553695.34751,338990994.718367,441771032.41916,436734046.977963,606671380.464808,700937734.48818,850372359.001603,968360250.554109,829898476.38041,928076501.968619,1197445446.69922,997781385.563867,1072478353.53816,1244327518.85555,1183623732.43459,1311533063.08032,1424976627.83691,1692859254.44183,1688511880.49619,1598113542.15158,1868415789.50398,1776937016.03801
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,2265886404.68157,2503436840.09127,3004917883.48866,3989212251.55226,4970124735.99653,5854713118.67455,5965179144.14002,6648633417.86419,6893729851.4011,8336920676.92186,8668610301.26336,7871940064.46555,7452432599.93802,7136670138.69854,7286773264.7185,7439282557.11162,9167917562.5786,11055139146.5677,12203007518.797,11447316967.1953,12353147914.4368,12133767295.5005,13067181591.4394,12295569557.8016,13173175017.0029,16414477838.1109,16456479270.6751,16181751350.1287,16253462512.0939,16432069955.8929,15387761594.2194,15730840664.1681,17644229564.8689,20586989068.1054,22912117256.112,25515560729.5305,28979620476.1979,33627445962.7753,36333687943.2624,28991301305.5993,31370412243.2097,34249143515.9718,34391749033.0898,35292255319.1489,34555144141.7614,27022010953.808,24741666666.6667,26023775941.9706,26844635720.873,25652954545.4545,24219417647.5794,27514901047.7299,27599063881.425
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Oman,OMN,..,..,..,..,..,279999.888000045,279999.888000045,276164.516725904,239999.808000154,239999.808000154,479999.616000307,481231.953801732,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,655369050.715214,682863979.193758,1117149544.86346,1708570351.10533,1739044733.42003,1919331079.3238,2134549024.70741,2679448114.43433,4192939921.97659,4525992977.89337,6385645513.6541,5602484525.35761,6528998699.60988,8109752925.87776,8681664499.3498,8461118335.50065,8001040312.09363,7017945383.61508,5945903771.13134,6868920676.20286,8318855656.69701,7070668660.59818,6343099869.96099,8046658257.47724,12035630689.2068
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Pakistan,PAK,423771524.569509,478370432.591348,549559008.819824,635237295.254095,715875682.48635,790844183.116338,903191936.161277,990970180.596388,1095968080.63839,1269634607.30785,1462620747.58505,1621797564.04872,1382813845.35905,942305873.451244,1374040404.0404,1605151515.15152,1799191919.19192,2059494949.49495,2420303030.30303,2762020202.0202,3363636363.63636,3782424242.42424,4189289099.52607,3952755905.51181,4481893737.01395,4458839050.13193,4704339739.61562,5001456452.08273,5748618627.17175,5924174202.46202,6185621464.96518,7100850948.73967,7539486644.86428,8004309683.17457,8213258572.57534,8863667937.01189,9249814273.5014,9090519926.03062,9131384030.08266,9076752808.63502,9047344769.26794,9233768464.44521,9179295225.72264,10740396107.2221,13820479416.3627,17080239093.2248,20418834347.4237,22983514254.3317,26804713293.3098,23491158407.2521,25642083477.4211,30855103850.9828,34362386680.6583,34455116436.179,36404389643.9553,36899847395.1639,35160798219.6922,38328006733.9602,41320636510.5312,40393756523.7031,34296808217.0563,41594472841.3586,51622160742.9715
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4071200,5211600,7412400,2894300,1440800,1520000,1451900,1436700,1816800,1594500,1491200,1686700,2087100,2314500,2425900,2646500,2800000,2800000,2920208.36469717,2923232.57276602,2663473.46326895,2451591.73509665,..
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Panama,PAN,..,..,..,..,..,..,..,..,..,..,279636400,298527800,309730800,353664300,443727800,518414700,477336900,514021300,554879500,644284000,799149400,805817200,849157600,955057100,1036442900,1269029700,1205489900,1157050700,888379600,874651900,984865900,1099590400,1217844900,1257851400,1304525600,1361397600,1394540300,1359604200,1431242000,1472231900,1386846800,1303857900,1227932000,1222634800,1290741200,1352541400,1458610700,1524200000,1779300000,1975700000,2089300000,2198500000,2519400000,3023900000,3297700000,3456900000,3575800000,3768099400,3851591000,3944539600,3200584600,3508659000,3801920700
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,35280005.6448009,41574247.9818931,48740238.4798794,73567632.5140531,98756075.3646654,109832136.17614,127395444.288459,126230717.910357,189018584.476496,213837025.838875,241897261.478569,247560430.154822,222896901.380986,259882843.426866,280451214.843437,264517041.648922,263842192.927012,296178099.105738,339425848.246878,392292707.124035,288772814.525937,362500000,404623885.548414,420073589.533933,421194029.850746,371576111.360575,460546282.245827,453943239.662506,350750254.940999,286530129.97243,252350983.796296,216667160.596272,187683359.925884,230970537.749388,263308191.32756,..,195212702.442312,229844544.27915,293293403.770544,301192823.748168,347767545.546749,451222453.257528,525195378.490033,518886483.018565,493979527.786185,386049258.564115,400937495.312045,442422073.841221,415716435.860977,418546183.098167,401900043.179515,444303365.529584,514942515.843125
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Paraguay,PRY,..,..,..,..,..,65904523.8095238,69280079.3650794,75907539.6825397,79276190.4761905,85501587.3015873,94375317.4603175,103653095.238095,119087301.587302,153195555.555556,234559986.595238,229106507.936508,263611111.111111,353404761.904762,426809523.809524,522793650.793651,695857142.857143,901944444.444444,863529411.764706,913638783.630137,700687916.167419,513054771.772181,571150222.671048,574697071.242515,659058880.464286,672082772.543079,841835266.872662,983272545.276185,1007541970.93915,1014022643.46729,1114065374.11537,1318459034.03939,1409502701.7566,1368079432.56224,1328896632.15343,1375575654.40981,1388382176.08674,1376899896.73472,1179718527.83113,1347109494.594,1726130353.41396,1928353283.85107,2460490102.52457,3248684162.01212,5005586344.92822,4424757558.78325,5057331667.78648,6209059202.25581,6162498371.41597,7052093207.12031,7577931949.04647,7030991082.15128,6879144662.7604,7586021831.95441,7639918159.20456,7128131144.58341,6627386070.77193,7666502312.33743,8094047136.1694
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5544547114.02494,5808059740.88292,5639330350.40973,7181296667.27372,8175370156.92881,8458623640.14179,8929054054.05405,8250153615.07476,7364160141.82302,7872718416.00046,8106952481.40019,8489922392.47235,9043745688.66406,10931806198.3713,12589255922.5893,14601478043.1198,16876637903.4835,19645579138.043,18477524732.7535,22950134949.781,25921353618.2419,29214213299.5853,29837162677.0653,28029153475.6066,26170072656.4396,25606936998.4907,27369522599.0711,29313853848.4873,29338386571.5229,24682247854.8279,26031077006.0151,28408828683.7049
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21151358747.2917,19976184479.7088,21190995934.4477,21617788673.6227,22811878152.8531,26070722327.3961,30418652486.8042,36110886524.7328,42261630721.0783,38254473607.2937,45672798003.9931,50835164920.0565,55863909090.9414,58014120003.9532,61207491369.4409,61068601786.1742,62419995966.0969,64054407390.9624,66240722688.3129,69774333445.2536,63878664971.5493,69517347395.6685,69696371287.9227
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27569677808.0506,29352027001.9658,28119789271.5867,30280543246.8205,28562872500.5722,27646094464.5456,27763501795.3541,28483593147.4084,33800582400.6994,41912248382.9746,49011538617.2636,56183732829.5884,70022579887.6425,85893820546.0473,71806347275.2202,77744834676.4833,85699300132.8452,82899898112.7834,81208194475.952,92237795534.1853,85255338904.364,86883546733.7954,89666343271.2089,98642842968.4993,100882825980.791,98741925212.1509,118276244523.503,120307553685.393
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18826909911.1052,20327135430.2054,19341576901.0863,19829016028.4951,19923607864.1792,17849295559.1671,17848886214.1449,19133778892.6667,22266436461.9698,24719503518.3815,24788453889.793,25767222017.0364,29445466212.6024,31350904486.1695,27239266619.3305,27624122572.2001,27803881630.6907,24636786374.707,26143168215.7142,27108778551.3466,24203865048.641,25087765344.4845,27321113316.7059,29713289029.4251,28547154139.8823,27525339715.2857,31597374566.1429,31253912827.4048
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Puerto Rico,PRI,366300000,..,..,562900000,615100000,674500000,774000000,851700000,956000000,1097800000,1163500000,1333800000,1597800000,1878400000,2200800000,2370500000,2974000000,3298700000,3904200000,4442200000,5306300000,5793000000,6124100000,6406100000,7370800000,7909400000,8548900000,9483100000,10475200000,11032000000,12125800000,12661300000,14183000000,15427600000,16748100000,17867300000,18466600000,19302100000,22994300000,21661700000,24488800000,29632700000,31495600000,32652300000,34322400000,35580800000,36709512800,37636619600,40233900000,43872200000,46577300000,46760000000,46971400000,47580900000,47876200000,49519600000,50543700000,48966063360.9167,47891800000,50084000000,49265100000,48654300000,48796400000
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5673365714.28571,6447118873.62637,7118693763.73626,7633155824.17582,8129214807.69231,8816171373.62637,9233673956.04395,9858829148.35165,11718913021.978,13328220686.8132,15675024697.8022,15876100027.4725,19662368598.9011,20280136923.0769,20915613269.2308,14419966675.8242,12860941758.2418,12963920714.2857,15102077252.7473,14698027787.252,11424759017.0758,15747952861.0862,21886528183.6896
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9153030501.37453,7544583333.33333,7023748437.60279,8632520890.10265,8934824519.98741,9441453130.06812,8517649422.28869,8919529765.94206,6967658959.46217,7381043193.70281,8895319088.02204,10046549084.3713,12166902057.7366,15925907655.1243,20939178412.8034,25753591246.3692,36712642263.9188,47032663214.8378,36573602354.6195,39724188929.7964,49912615856.1547,38113199930.7998,38368294641.9637,42966790328.9616,35947071985.7642,37288414934.7295,41635813223.0736,46087811169.8828,43095831096.5862,39865438012.1357,..,..
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52488868835.7257,61829454172.5416,89932097209.3023,119799413497.357,151372766674.863,196445401279.747,248017012518.672,157696518810.531,195425251381.269,234686442911.407,252083012500.944,253485439240.404,233426986349.31,168840255851.678,149387566600.557,193827580081.388,212467613834.929,219583594265.953,200114180271.889,236427361335.319,287712821279.749
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Rwanda,RWA,..,..,..,..,..,3060000,2562285.71428571,3925000,7518999,7653998,7900001,8324363.66540864,10097172.7919223,11915826.6008913,13443968.2292143,70223135.2387149,78340553.9090813,106321890.989359,141248135.348612,141883723.476843,191485673.199953,221431071.173971,189737869.775948,227204776.243162,221524091.113723,235409915.056171,309746737.781042,232051966.602337,248053115.711547,251098656.554298,466811086.119105,308530611.712699,245634969.126111,226328850.760166,130000002.272727,132201922.4466,159588687.829998,222863531.933892,223492962.014663,221041444.634531,199350160.458326,178375721.994014,192043927.489854,190253973.272824,210371825.04429,255776657.310048,298723804.866431,331314276.31158,411250863.355806,452967570.813961,505759513.001283,576233973.811711,634112171.821003,533743868.265918,561616018.338961,583783282.18447,582980153.10228,710420233.531352,734720530.897113,865353385.582151,889060277.033918,1014958354.27151,1318875136.69452
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56033806.7061144,56157879.8415137,59821445.3920557,61272353.7547799,48381758.8411889,47544026.6904573,49448394.2065491,53516370.002918,58457070.6292552,72778647.3730222,88639148.6639788,94061358.5211969,93499334.3647681,97193113.2003363,105772331.896226,66920096.674967,55453054.8779022,56391928.5422579,62927658.5832449,61269441.957076,54970608.914069,53107674.1822214,52795312.4192959,54790172.6134324,41534842.5260515,41448970.44786,34323948.3449409,41135304.9296391,40957828.5830966
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,404309646.273172,419836141.236793,437984033.976147,532836224.14254,494396584.081496,485123790.829137,608080715.612064,..
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6120474.19908531,6587858.59880671,7087094.06485078,6900329.65998689,7340113.67715574,7556229.22112876,7687122.94785567,12387852.8515634,13160911.3566181,8887515.16700762,6365181.60219251,6282718.15268306,8090809.71714566,7405807.92000826,7135680.5200395,6776578.73279481,7059956.30622151,8474742.87178212,8663469.16835413,4033484.02306699,4372672.7387609,3996971.35344763
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,324444444.444444,345777777.777778,441883475.071704,487157078.831212,575003400.83631,784605201.507613,2206877316.95183,2338844014.39579,2927455613.18561,3124296739.21542,3559055764.40915,5524620798.64781,6556444999.67019,8717841497.62874,7325324429.51221,7932305377.06327,9051932202.79844,8078412183.24832,6527957836.32593,7546259411.51303,7788835714.82817,8091570100.758,9767421112.12825,10951467004.7962,12004068450.8125,11719654141.3238,12232146786.6558,13322685886.0115,15054281068.9364,16216468045.4142,14939069707.8572,16082469347.3881,17486765883.0087,17684371623.7678,18736064878.618,22268202456.5059,26139063536.84,30752407260.6005,35577862891.0465,40632677238.4544,45784966351.0885,45687948937.3008,57196309825.9269,67213841915.2931,72159318044.0997,74631192995.9384,83037193080.3632,85919171146.9352,87900460599.7573,95048771793.1536,106411863617.211,104729348200.535,92796368379.7608,115451373513.792,160032070392.975
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1335502975.613,1253083113.99042,1365599493.63467,1512464721.82373,1804242470.46063,2112036865.37822,2191433457.83213,2251319790.83147,2605181525.05085,2956077080.94359,2545506175.62007,2510554600.57053,3072206578.48666,3001483618.05274,3288069017.44068,3365021436.74505,3031130821.77207,3125021014.18664,3318571600.17515,3589011994.3838,3485350086.77162,3591817698.90322,4132151931.90169,4181431090.79892
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3950000000,4703985102.42086,5328839876.19032,4116531084.26048,4235938772.88513,1864716563.8422,3214508069.05496,3844157376.82516,4538811921.07722,5354934962.16261,5408093977.55787,6033950001.34037,7670620236.59832,8959177007.9051,6737229323.20814,6399802390.10201,7501171362.57149,6851894836.27419,7800579857.18463,7042227600.17984,5856362050.21669,6027150057.26656,6665162072.53511,7356731202.84662,7048154064.45697,7087831202.59481,8208616250.77091,8588535780.23718
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2785190.16946352,3519384.02144705,5235551.63943964,7690303.42747507,10873051.2597877,13206807.6818014,12605794.8197814,14126042.7191627,14209079.1624208,16315470.5562524,19265664.1182025,24410679.4133151,29794372.3928763,28747455.8147353,37212614.0643445,40515696.949393,51601944.5908745,50081703.6193729,55124807.1521817,64344064.3440643,65011368.4379967,80933609.3723826,91617415.1004352,94225549.836219,118117188.562392,111787504.041798,127371495.755591,115392085.902668,64273527.2727273,80359836.3636364,91103054.3008559,98950554.0914422,89889791.3482819,66301504.6355825,77905960.4862776,77886116.4400512,89283087.5820406,95826366.1504338,100858223.243009,80183604.7596783,89685509.9328281,90116216.1924524,97192487.7633539,87584857.3922648,88332689.9977975,90742464.9227891,92307064.4196431
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,Sierra Leone,SLE,..,..,..,..,21265849.6732026,20658263.3053221,21078431.372549,21339779.0055249,20108043.2172869,22208883.5534214,24009603.8415366,25030084.2358604,27840199.7503121,31617647.0588235,34269005.8479532,34955752.2123894,31311769.9910153,36867364.7469459,49665711.556829,53358561.9678335,53523809.5238095,66393442.6229508,84140435.8353511,64535809.0185676,59960159.3625498,..,..,24915900.4788062,29803930.6145045,51729722.6355475,28089219.9199715,39302404.334575,46365638.7665198,72988546.2555066,85679222.7714334,75190677.9661017,76135549.0387748,40727457.9724911,25752110.514198,19863651.4798803,21274795.6598633,38681552.7137247,40422772.7489281,38233272.2858725,37616184.7999112,41077447.7191904,49410093.2878086,53321702.5672772,61056476.3216016,52220459.8821497,56132155.9835167,66331789.8942371,76707731.3780404,80754017.4850588,76881488.2238861,73796296.2962963,74319627.8501862,73432594.4094278,85750448.3314405,79556872.1344349,76581952.2362679,79790888.8660056,73108313.4901567
