Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5674000000,4240000000,2030000000,-11417000000,-7034000000,300000000,-3802000000,-4317000000,11997000000,13272000000,6401000000,-11609000000,6908000000,1618390000,7243000000,36963000000,31472000000,21115000000,20518382000,17401000000,35421997979.6472,43051582861.334,68940960688.562,132378493766.399,231843041064.414,353182677237.316,420568516143.545,243256567919.618,237810389607.955,136096761577.55,215391747469.442,148203949879.877,236046577873.629,293022317035.547,191337035941.994,188676126121.162,24130909184.4985,102909876008.388,248835643936.04,352885754634.63,401855410625.999
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Colombia,COL,..,..,..,..,..,..,..,..,-164000000.000152,-174999999.999802,-293000000.000172,-453986379.995353,-191228310,-54743029.9958997,-351911520.000237,-171677650,162860199.999657,375428639.996063,258131999.999078,438044000,-205835310.002476,-1961259960,-3053797000.00043,-3003000000,-1401000000,-1809000000,383000000,336000000,-216000000,-201000000,542000000,2348800000,900700000,-2102400000,-3666972447.69263,-4515876292.87012,-4641240162.00298,-5750513928.35473,-4857623993.57951,670982414.631348,845404083.052557,-1040314751.93966,-1289193776.36478,-911997622.355946,-774546542.895837,-1947743523.40683,-2991011803.11064,-6149613557.24906,-6497270736.68045,-4433005419.50091,-8583011647.50193,-9734499319.54437,-11639998929.7531,-12365127742.0201,-19818544018.1905,-18702227284.958,-12586559420.1664,-9924358408.23202,-14040948614.9478,-14809636827.6065,-9266809779.5969,-17950892688.9553,-21525870567.9491
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-8907704.98072867,-8155179.52602065,-10958496.6364648,-11053296.0021483,-32719768.9665401,-14256804.6059231,-15685687.061894,-21365301.9796774,-6516797.23234333,5407428.64822856,-10475185.5328596,-10249392.7354419,-14190208.4527909,9574086.299955,-7216639.07004114,-18963177.4793974,..,..,..,..,..,..,..,-18440042.7570676,-20735592.726262,-26850846.4468694,-22538506.4825176,-31618920.9904044,-68992132.6176021,-39385082.4731095,-39335660.7539694,-55499670.6325586,-41138657.3809883,..,-43458200.0492284,-2477534.16977595,-44044054.7424766,-22971469.9123709,-33669717.2453526,-39814004.5057828,-22048125.7691236,-4075858.92736742,-6614048.2358087
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-388600000,47800000,527000000,-151000000,-1123100000,-2173500000,-1280602281.098,-1260461518.19425,-3108803235.91548,-1722614687.42186,-1483759412.35416,-1504159532.38392,-1241424115.72338,-1672321586.88752,-1693232060.97432,-1052131625.76662,-587406970.435521,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-180602444.615207,-99355192.9014402,-166655973.555449,-460704628.909769,-331544689.15086,-400906891.607959,210194756.576982,-161266354.036195,-600702191.353665,-222683097.605522,-445451715.393532,-84950767.8750146,-251226023.438101,-461527158.444158,-316594619.713836,-552686023.260323,-793401070.716395,-625202813.044033,-650850196.963453,-155846793.250828,-240607802.398939,-230732980.001638,649747700.566336,-28449024.610181,-34613726.6565805,521643977.619646,675657696.168204,695863785.177766,124228209.542788,-2107868629.08787,869277946.151101,-1371282199.56384,901208914.583327,2073140263.29423,2421258746.37588,1936952274.91449,679779275.549713,-4630571433.78872,-3596012163.62652,..,..,1632374163.45606,1440630928.30853,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-225600000,-363200000,-558200000,-663900000,-409102533.44,-266700000,-279900000,-151103890.25,-126010000,-80000000,-256430000,-178500000,-414900000,-424000000,-75200000,-370400000,-620200000,-233600000,-358142000,-263670000,-480876000,-520750000,-666448850.927037,-684555193.408292,-514265066.186886,-860075342.237825,-899691788.356237,-675040285.839869,-860047056.609942,-938716203.573065,-1498808912.55762,-2580547377.89337,-560580957.632153,-1213874254.44305,-2265057621.4729,-2411089980.96441,-2431168562.87704,-2453096344.75792,-1921262983.44276,-1257276124.2559,-2188723947.64844,-1867318664.49117,-825214056.665626,-631661878.257182,-1604511702.16627,-2469049396.30641
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39690446.8140347,479390726.766612,-139224344.56784,453391411.416661,1624099251.53341,464985734.719055,2666211854.50729,-320534296.113486,-632903985.211776,510714255.800385,-201372902.110014,-414272956.17827,-1049091688.73414,-2284501507.15009,-1348827419.86918,-1974306752.68546,-2874116508.89644,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,694283341.426339,770534186.177608,-1441887231.03273,-1091425766.60964,-2499582650.25622,-1369291314.80888,-1502446735.41374,-338043019.674813,-516315412.874183,-1661740755.01362,-3209662662.84215,-2572850701.95802,-3392128173.73113,-3909392829.5932,-4752582813.71008,-7482989420.41721,-4086119929.08062,-1485244974.55918,-1045612820.13437,-207948363.42988,-615680160.265274,109820703.870207,1644299622.9613,1210872202.26598,2153557383.16906,964361819.755824,1700365681.80612,-184774951.504947,2082110408.73526,-1464476707.88695
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-879497206.703911,-895046927.374302,-764134078.212291,-505815642.458101,-519340782.122905,-585240223.463687,-679733543.96648,-812735461.022346,-540730927.620112,-688805316.681564,-507017775.670391,-877283773.044693
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-26553262.8313077,-104625686.017618,-185000460.750296,-239812304.981609,-258319117.107046,-171795718.391641,-178171041.169247,-205073374.32689,-221623272.828873,-180229503.810232,-18913694.528072,-7690763.41046558,-107580150.247895,-248673279.196913,-154339881.378049,-420301510.350894,-638195760.450808,109769667.986963,74361375.9698979,-205119061.521351,-467713356.690408,-418075864.699305,291417461.510126,-170232739.706537,-488055775.318415,-322248391.356221,-379165886.404941,-292062579.511706,-826757519.186023,-970855828.801321,-1278222530.5662,-1830417730.93204,-4021890150.5924,-1737607775.50751,-2798526225.68993,-606475259.489332,-998425002.416912,-349870669.376077,-957946474.880215,-83510340.2370826,-863601462.207072,-1134426374.87637,-975767835.043536,-1444504539.23285,-2522911145.79052,-1811809640.70735,-2357419209.39535
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,466333364.631824,-819875392.269922,-1373523087.20907,-4127553020.16764,-3621726040.44344,-1308286938.64821,-1465751162.91064,-2689755313.83905,-3272573493.81492,-4264835726.29032,-5785485093.44665,-4457211225.0831,-2809704225.91577,-3996084353.2344,-8945618935.57797,-4407952631.4357,-4869768332.55461,-7351204483.70952,-5020059122.20126,-3158497435.6835,-1105890387.14822,457719869.135026,845256960.753614,3462558729.3382,2960666451.91053,1259692069.45759,898074466.879909,4967256072.57008,-7686437473.08186,-17365732564.0191
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-490031786.391202,-1913896584.29256,-1722370638.30776,-1502178634.95262,-3056236980.19782,-2388928524.11287,-1875068191.33318,-2258898413.74716,-1381788411.58732,-1718091085.99371,-2767043669.62811,-4490071520.09462,-3001504830.4618,-1339878502.58607,-1117661217.99614,1371546056.78498,1983274879.71258,4198752277.24612,4831706293.51908,3189386537.5911,1854784040.04598,3089672486.2285,921262661.373001,-2008094992.07459,3047192196.55612,2261835981.64661,4848072420.25253,3460409556.63061,6963066045.36346,5940838083.38819,11007384393.5368,9461656812.10659,4841519012.77284,10413116838.3802,11323461379.1277,21051011384.4253,22681953273.8671,20460990722.6196,26685645940.0187,31353332575.5896,24953251921.341,24312984240.6132,26734105169.5013,25762026083.542,30550146961.5163,28730777261.4387,36939972059.7282,53067089962.5707
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102070098.637752,70042369.7818491,111039213.148699,80221245.6603328,77638545.8105682,68478120.1996388,53297021.736317,43877763.4607053,69502197.2642513,33305011.7881398,68849488.8054872,69901699.8553913,79033991.4810293,3151006.35265388,20132679.874635,-16565290.5396661,-171352850.81673,-225386026.412185,-71100207.6288114,50489250.0042201,-171842382.160803,-147967882.242391,-628690167.64078,530581858.798175,714224636.381289,-26058614.6594145,-132468779.009808,428622508.120725,563976063.605314,366358434.102113,-225105811.918682,656206986.621375
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1097652.50905025,-1500000,-1300000,6300000,-14300000,-12802407.4074093,-7805444.44445889,-1750333.33336407,-7101925.92597185,-6301333.33338222,-7026111.11111111,-7011962.96296296,-12231296.2962963,-45511037.037037,-43527629.6296296,-34185185.1851852,-27122222.2222222,-18196296.2962963,-26155555.5555556,-40240740.7407407,-51162962.962963,-42251851.8518519,-23062962.962963,-35774074.0740741,-59818518.5185185,-52138148.1481481,-47354800,-53176439.2592593,-58856365.8518519,-76081115.5555556,-49851557.037037,-86949475.1851852,-129885324.814815,-111079073.703704,-80184677.037037,-67906485.1851852,-92105008.8888889,-72149157.4074074,-28176151.4319984,-25164850.8222025,-44193272.4872344,-46240252.3509263,-242217418.775264,-217455951.69396,-178700218.624864,-153204310.199303,-133580046.632508
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Dominican Republic,DOM,..,..,..,..,..,..,..,..,-75200000,-84700000,-101900000,-129400000,-47000000,-96600000,-241000000,-72800000,-129200000,-128600000,-311900000,-331300000,-719900000,-389400000,-442600000,-417900000,-163400000,-107600000,-183400000,-364100000,-18900000,-327300000,-279600000,-157300000,-707900000,-532900000,-283000000,-182800000,-212700000,-163000000,-338400000,-429200000,-1026500000,-740800000,-797900000,1036180000,1041480000,-472910000,-1287410000,-2166300000,-4519700000,-2302900000,-4023500000,-4358700000,-3970570000,-2567900000,-2170200000,-1280300000,-814700000.000002,-133099999.999999,-1321500000,-1187900000,-1337300000,-2685300000,-6326800000
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9600000,-343400000,-703300000,-630300000,-641590000,-998000000,-1182000000,-115000000,-273000000,76000000,-582000000,-1187000000,-680000000,-715000000,-360000000,-708000000,-122000000,-848890000,-898320000,-1000010000,-54840000,-456780000,-2098500000,918120000,1112624807.89856,-551175742.395336,-1219024875.34276,-386818498.301526,-479422715.697438,473925450.450204,1739926904.30173,1886488798.71568,1769407670.26781,313049365.566019,-1582287237.9006,-400136159.763148,-146438179.506799,-932905961.33437,-668742113.604319,-2221086836.90412,1092669768.60588,-182070074.14073,-1309758812.69496,-153719128.655858,2209605762.67316,3097187450.59782,2114349812.06838
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-813431979.692128,-924087351.104856,-1506714287.86674,-436428571.57346,-2134857145.03266,-1850714287.47674,-329571427.940825,-1886714286.43967,-1816285714.2857,-1441428571.42857,20142857.1428566,-1040857142.85709,-1308545454.54545,2327000000,3369000000,3270000000,2538000000,31000000,-254000000,-192000000,-710500000,-2566000000,-1634800000,-971000000,-388400000,622400000,3743300000,3921700000,2102800000,2635400000,411600000,-1414600000,-3349300000,-4503800000,-5483900000,-6972000000,-3533700000,-5954500000,-17243300000,-20493900000,-7939700000,-7698166088.33334,-10221895259.0833,-14235956908.6917,-18610768181.5,-10536555731.2
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23640000.0000001,37360000.0000001,-278720000,32240000,33919999.9999998,-250520000,-120040000,-27800000,-53719999.9999998,-28680000.0000001,116855414.610018,135800000,25800000,-194440000,-151744950.109514,-167463617.463615,-108960430.579093,-81815491.8936234,-17986538.7369273,-261577269.049546,-169046259.280407,-97758743.7544662,-90691033.6950195,-239300000,-430500000,-150300000,-405150000,-702197959.630693,-641875012.728614,-621590000,-765560000,-1216560000,-1532170000,-312196471.686338,-532815819.146863,-1111764528.13281,-1239801102.68299,-1518420127.22544,-1213582707.5598,-753757240.441218,-550121068.988995,-464589787.317367,-859154620.811878,-113356041.21432,403054006.208253,-1271960897.31974,-2146173194.38382
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-24203377.9247228,-16538625.0068101,-20996318.9382601,-18992540.4561173,-40718605.7530572,-10574562.5367426,2842889.76820805,-381841.150946369,-123404175.599221,-344039026.275848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,187934302.99806,107205479.594321,123591032.859437,-31470548.1934117,-59750379.3989883,4963143.14421326,-292743488.895409,-208772373.340657,-104657012.457045,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36229906.3839846,21631079.7370876,-166292388.950034,-157805570.472365,-398235485.94958,-561729553.875175,-478433380.639936,-294644154.245682,-299009347.520142,-324621263.961475,-779341245.579739,-1276109256.30195,-1455763985.17048,-1218079448.93351,-2549061127.14499,-3323095156.70527,-2156421558.16227,525703676.237764,340438472.303466,304229741.40456,-431767873.970709,75410518.7800754,173055018.04308,403274473.824448,300563086.47785,613827255.28299,271500765.742365,767403735.730159,-660167132.293558,-1002334986.28818,-1230929007.30178
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42532712.4363997,51520757.8651187,30359999.9736,11614999.9899,-70724999.9385,-119236704.29901,-129681079.755541,-81246252.0760928,-113831458.553169,-106992191.030202,-77476949.2650496,-38350140.7887515,10761338.8301797,65568671.1088556,95097026.8983392,77058654.7526335,50747475.2680138,47187662.3999797,-40567820.9288932,-63683432.3317948,1844937.21834386,-29719733.6152861,-51962748.6253248,-2740691.20221992,-93335100.8096092,-32957910.1192531,-45863820.9206423,9000849.67433507,33206128.0636666,89400978.1622416,71299923.1529241,-102646146.918419,-196624544.895721,-65542455.5002044,-231236050.870218,-414313253.922701,-388309494.656043,-281718554.503805,239938759.254517,487018321.013205,512086156.602698,533323971.019997,297421435.220922,272798389.942983,60731705.4513621,176144195.633457,270941987.28835,125317735.082128,-140972067.874361
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-82560386.5133142,-111739130.488763,-91352657.0489626,-226135265.809727,-249516908.3331,-194927536.326052,-169903770.424591,-130096618.398664,106280193.236715,-327149758.454106,-216859903.381643,-227536231.884058,-144396135.2657,-293768115.942029,103101449.275362,-119956425.120773,-50000000,125418697.81939,39377829.1915885,79569127.2268142,-40251869.0155993,-332610081.556551,-465224277.359588,13457193.3725403,-373389901.789351,-136640610.7812,-136384298.668089,-667837097.106207,-1567750097.67822,-1785898857.01804,-828004872.805442,-1805740812.44915,-2190653761.04338,-635273119.692721,-1055616929.04166,-3077984122.74122,-3033415076.16886,-5771532764.96013,-7566576583.35526,-7905485192.5091,-5928627607.10802,-4611293722.98811,-5025133763.02265,-2718803790.04773,-4507268339.97869,-5160399280.86797
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,223970000,176080000,99190000,146200000,125740000,-6560000,129705661.170439,31181073.21276,21240459.5954714,-80569602.5374897,-30578904.3102582,-24635504.8574939,144276278.64585,194304400.886316,..,..,..,..,..,..,..,..,..,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-58762066.0516996,-17494643.2292853,-161251712.559357,-84251286.8457294,-55377457.2734314,-18390967.4062006,18724738.4058416,16771624.1785598,27334302.5398124,70546696.1096773,7483146.06741575,-93996364.8436491,-68245391.9959066,-61277818.8378839,-138087593.844757,-112763596.00444,-112704432.329936,13539514.0027079,-34148960.1191404,-59894806.6001727,12692771.4666497,-25505583.1667617,-67603892.1169792,15745653.8269843,-52505577.7515239,-251224967.371611,-205524042.211005,-506018222.797621,-386971587.444887,-526301838.876914,-123989445.185117,-149446716.080541,-195062701.836569,-56960642.2615759,-406920504.890231,-280634401.887571,-162622175.057698,-177831295.559721,-355420613.149062,-471479655.357108,-698096508.690148,-614129732.421045,-686576959.090778,-865665340.875025
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2140125901.4779,-1114194870.42485,-99080934.0200278,680405505.549284,-162827095.684961,-1402766284.50181,-478183388.614926,-923075101.53691,-1124269736.12926,-20635960.5557533,-806258709.175277,-693308768.639315,-1731474349.39503,-2693879544.36549,-5797060598.40192,-6962269019.46931,-6807373406.47853,-5115907404.59358,-1135004052.24786,1110443784.94594,5231356798.12895,5002580419.46603,6632800363.77208,7339629117.19132,8044740599.56056,10527099590.0979,12082014153.4112,12091805084.2626,8539305696.64518,12556749492.8933,7782802138.88319,7997111885.27903,9578241229.02905,5710039150.76066,4407663177.32744,2792225335.64215,-4797433834.8079,-5899068430.12717,-4856099894.06214,-3790146118.70019,-2209431644.07304,-4841647992.55956,-1952469032.86425,-5158732134.86269,-846714797.429672,1733531988.30564,1222430601.65948,-7317735613.23062
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2740359182.39273,-3356210918.83412,-405105191.702074,7063714715.30522,5141501556.27475,-4208340488.6611,-4810818971.65994,-12082174630.8082,-5165512057.4456,-875999017.508225,-34597949.2834516,2429990544.0372,-4445832867.07591,-4618908099.7887,-4671010644.32631,-9944228234.23224,-6518255441.78685,3893429894.58264,8989785410.58074,7415274026.52038,10840336630.7297,20560612391.7104,37801148626.7183,37698545877.1245,50692422641.2379,16125180558.2182,20965385279.5954,17651008712.0079,15984849589.3335,9166417134.83922,-142691013.40639,514325562.52478,-8718514442.63438,-28163013357.7814,-22099585073.5785,-22031068187.7642,-29508603051.6754,-32875102689.5346,-24382747331.6785,-37354496128.6694,-9130436716.70018,-12205179244.4933,-17978489467.6036,-24384561166.7367,13699135191.3448,-41381103675.8145,9868141919.61126,-56671700490.3816
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6064855.46389556,-119216550.971602,185795673.974161,8734227.8553848,159797090.215717,271365381.527696,-430758777.366181,-170960306.169236,-17919454.7086569,175362655.915472,78129193.2912115,197454590.247848,264320371.628015,291181532.225921,411963009.208849,..,..,..,..,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73873552.3319304,247647578.04816,383851621.804177,403302595.159473,309367211.25974,97935781.3919371,112688520.064571,-162488355.504303,-1057446599.20987,-449096771.858652,-615514844.193765,-192189357.137164,167704389.330171,74794339.8093068,-168120054.621309,-49088407.1777539,317360428.286558,514659207.568302,888616636.534866,531357331.205347,-595536813.594077,390390350.60752,1000995434.25058,517388917.96551,338032980.729283,765896007.592374,924480491.200408,1982970941.84373,..,2748153648.13967,3829611012.16299,804085379.931301,2453186895.57335,2604448146.00985,1977634348.88967,1462632469.494,1112065880.72226,140995975.044941,..,..,..,..,..,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-46995191.6738861,-37046925.7957455,-90576150.0838163,-43629434.1025499,-21451164.6751003,-31536047.0056718,6608376.26538348,7687684.30937102,3091361.82986869,14242903.7796736,32257952.7749608,15511137.799906,24174411.6034388,11957897.154615,38165566.6035098,-5165441.43561349,8099755.2877304,-8138919.18032685,-47078884.6839824,-22953546.5106779,..,..,..,..,..,2635836.66724013,-30321808.6307897,-43391563.8491339,-65600015.6774856,-79274784.324242,-6288458.7865958,28003761.8340799,17499603.55455,-108142561.879563,-92782872.7982536,-97109176.6259202,-84557301.9463361,-53780318.6255837,-76128707.5621696,-95242046.9293084,-135045798.066569,-37078383.5434183,-86553241.0953604,-86877349.8715766,-90250902.0771385
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-514200000,-275700000,-198400000,-175899687.6,-197094537.56,-216912821.52,-382208826.06,-356204277.39,-695658032.23,-1191302771.38,-1992056360.82,-2811210944.17,-1141145836.07,-1198803819.48,-1843079773.52,-1882741233.85,-955492553.195,-1784183121.52,-1767022015.06,-1890680430.2,-1309818958.79,-1192193541.5,-1033862646.76,-1983511862.88,-1942563332.49,-1120172244.3
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,106579704.590852,339737168.201066,4180846805.99889,9084950154.22598,3097445200.30816,3746082062.26463,3904679947.82906,9277965922.85639,-5386663051.22666,-15655476542.0751,-5304713597.30244,5511893342.90978,4346783317.35029,9212736899.73639,17994051589.5996,38661456608.1935,44216520652.0462,53961061179.4675,57052694501.3882,46455960977.4828,-26564029370.7073,-25255079543.1495,-21408143439.4966,-33446012238.4188,-32191295764.8509,-17018286510.1227,-11520842909.1784,-15635184940.6662,-31384625220.8797,-33903966248.29,-7099486034.16705,39720517927.6966,35985324846.9412,127505924403.463,133087243134.907,173486477217.385,235777197044.801,213250033110.591,201134895341.823,196171903151.514,231971688209.184,251550848619.465,245384297278.942,279426382103.965,288065447525.277,298958460661.494,289656117163.752,316888138718.728,317892238005.813,275870149732.848,329969047797.258,172458686427.476
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17574111.9997209,-74043770.0003284,-79748084.3445027,-45940350.8967292,123499524.000061,30200000,-419181804.000004,-107279822.609969,-172164695.080123,-38800000,-133900000,-85320000,-97900000,-67100000,-93900000,-223200000,-252052000,-377000000,-558800000,-254600000,-143700000,-306850000,-403464000,-521730000,-964300000,-386417603.19361,-427467882.44416,-105237554.6132,101686603.45587,-590188288.77,-1104609520.85246,-1056074432.76184,-2378784231.83093,-3327428935.89148,-1897165484.24191,-2747340000,-3541315695.2523,-4911713679.07456,-5704034549.66674,-3694575338.27762,-2823640338.08023,-2832047270.61979,-2002640000,-2044594252.86237,-1863971933.06699,-2133965479.92186,-2541423147.15389,-1516942274.87276
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-929000000,-1075000000,-955000000,-1886000000,-2209000000,-2408000000,-1892000000,-1878000000,-2132000000,-3276000000,-1676000000,-1223000000,-958000000,-2561000000,-3537000000,-1573700000,-2140000000,-747000000,-146000000,-2864000000,-4554000000,-4860000000,..,-7294252083.21298,-9817441650.67537,-9403099987.55552,-9595594260.97012,-12812812179.9253,-13492562448.2979,-18218753983.7318,-29576385911.1083,-44579249236.0973,-51297053502.0193,-35945594305.5768,-30262611051.7219,-28599315728.5507,-6172097058.7513,-4949141208.60399,-3734712056.87199,-1611391808.26586,-3261057769.57991,-3605994841.9398,-6248523036.3674,-3112110573.38848,-12413031800.9722,-13857822380.6524,-22622860821.4544
"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
